gene,arrow,slope,slope_lo,slope_hi,frac_patients_neg,rho,rho_lo,rho_hi,Delta,n,rho_obs,rho_minus_obs,curated_flag
NCOA3,methy->rna,-0.05816839247250534,-0.06095536384211294,-0.055309113813272616,0.9598930481283422,-0.08724861375104753,-0.09474528643729765,-0.08191433021390278,-0.1784762740135193,748,-0.05100794143496011,-0.03624067231608742,0
NCOR1,methy->rna,-0.08382537465462869,-0.08628975520895939,-0.08127029087459324,0.9933155080213903,-0.13661391923581861,-0.1481519100614249,-0.12752336860243282,-0.25677019357681274,748,0.05931521865074657,-0.19592913788656519,0
NDC80,methy->rna,-0.05277953964268786,-0.05625371840145292,-0.049356212787687696,0.8582887700534759,-0.07739784730597978,-0.08671721376684874,-0.07025100626453429,-0.1611996293067932,748,-0.16761955352477437,0.09022170621879459,0
NDRG1,methy->rna,-0.17692437591500176,-0.1827276437666316,-0.17146566639084818,0.9986631016042781,-0.4033677088188518,-0.4265584815078696,-0.38307843172748723,-0.5432853102684021,748,-0.4445819518910122,0.04121424307216037,0
NEK2,methy->rna,-0.06635382248772684,-0.06912216848645646,-0.06348888944169492,0.9505347593582888,-0.09736140378059174,-0.10647012628269664,-0.09073256771978466,-0.20322056114673615,748,-0.04159928149371339,-0.05576212228687835,0
NF1,methy->rna,-0.06998968234583704,-0.0729201733489567,-0.06718931553725763,0.963903743315508,-0.10466931881766153,-0.11428191977478859,-0.09777463916081118,-0.21417710185050964,748,-0.2608574563706802,0.15618813755301866,0
NMU,methy->rna,-0.05633723842558649,-0.0596894161225485,-0.05281055585037562,0.8810160427807486,-0.1360013417831388,-0.1495186588836456,-0.12451541064575405,-0.17159321904182434,748,0.059843221296803896,-0.1958445630799427,0
NOTCH3,methy->rna,-0.23100406340258645,-0.23784407308445218,-0.22405457663659006,1.0,-0.4687275988009606,-0.4907495658727845,-0.44885857469686585,-0.7100473642349243,748,-0.22751441589892132,-0.24121318290203927,0
NUF2,methy->rna,-0.0677163004576363,-0.07098943702483847,-0.06449996275864849,0.9331550802139037,-0.0953621380756959,-0.1042252688044547,-0.08837276918845709,-0.2073599100112915,748,0.12568558237781513,-0.221047720453511,0
NUSAP1,methy->rna,-0.05674820251550372,-0.0591066471394359,-0.05462999996128235,0.9705882352941176,-0.16511005718547622,-0.178190065504211,-0.154738494740453,-0.17317181825637817,748,0.05796105298548239,-0.2230711101709586,0
OXCT1,methy->rna,-0.17711186254678843,-0.18201876917176107,-0.1719820220438914,1.0,-0.3846727360796354,-0.40844641934944875,-0.3636076407823031,-0.5424526929855347,748,-0.17574237444944366,-0.20893036163019177,0
PAK1,methy->rna,-0.2628356805579644,-0.26983038513387786,-0.2563125049282638,1.0,-0.544183227000992,-0.5691391032212202,-0.5192349990157147,-0.8064224720001221,748,-0.32592074817049477,-0.2182624788304972,0
PCOLCE,methy->rna,-0.09780781996015579,-0.10068016753870447,-0.09520591031356883,0.9959893048128342,-0.14786348190350695,-0.15930065587768474,-0.1398953386366741,-0.2995140850543976,748,-0.36043074936416303,0.21256726746065607,0
PGR,methy->rna,-0.10520495832138223,-0.10938511362277016,-0.1012454444048779,0.9959893048128342,-0.18297769141883308,-0.1978717408469942,-0.16976569975700442,-0.3218553364276886,748,0.01729097183415241,-0.20026866325298548,0
PHGDH,methy->rna,-0.12778740631911983,-0.13149332154380763,-0.12383625021249486,0.9959893048128342,-0.2802481226002726,-0.30431143847341635,-0.26080023768806415,-0.3905973434448242,748,-0.22523704138958642,-0.05501108121068618,0
PIK3CA,methy->rna,-0.05824798711749049,-0.06013041221381891,-0.056323157019637,0.9772727272727273,-0.09253902711892552,-0.10032111700428681,-0.08729571861430403,-0.1790493130683899,748,-0.002815399736785113,-0.0897236273821404,0
PIK3R1,methy->rna,-0.17727670713884794,-0.18166335496905803,-0.17278652825028185,1.0,-0.2834383063701079,-0.29984912286010107,-0.2694961849225335,-0.5460144281387329,748,-0.3267958277065624,0.043357521336454485,0
PITX2,methy->rna,-0.0862358883395957,-0.08873644211158425,-0.0838408966656783,0.9959893048128342,-0.23401213538963445,-0.2486173367991778,-0.22269183983786167,-0.26365983486175537,748,0.07221605997630048,-0.30622819536593493,0
PLAT,methy->rna,-0.31139565713395684,-0.3200157074159661,-0.3033771749670294,1.0,-0.5500205713049393,-0.5777046647805619,-0.5263768558300341,-0.9615556001663208,748,-0.5801459624293566,0.030125391124417256,0
PLAU,methy->rna,-0.07126708508389479,-0.07358393522730652,-0.06908220418876743,0.9893048128342246,-0.11282921755818404,-0.12131520444874264,-0.10638746327226598,-0.21862071752548218,748,-0.11985719449770266,0.007027976939518621,0
PLK1,methy->rna,-0.050785849895079276,-0.053422441760420686,-0.04798251555067797,0.9184491978609626,-0.07407807273099505,-0.08091435111630549,-0.06847372344944365,-0.15528757870197296,748,-0.20380768413250183,0.1297296114015068,0
PPM1D,methy->rna,-0.053886623101150395,-0.0566842712298884,-0.05100622812139463,0.946524064171123,-0.09940868691335117,-0.10823554615017103,-0.09256540634073523,-0.16454286873340607,748,-0.04556002007931772,-0.05384866683403345,0
PRC1,methy->rna,-0.07433269002471524,-0.07727647055836506,-0.07164334237717575,0.9705882352941176,-0.17403525958482524,-0.1883598847812053,-0.1631716866902881,-0.22724351286888123,748,-0.03597826582038846,-0.13805699376443678,0
PTEN,methy->rna,-0.09687659301410749,-0.09982460415586866,-0.09407020536002765,0.9973262032085561,-0.1649243819033797,-0.17658331543698916,-0.1564905191300723,-0.297115683555603,748,-0.016899423371932426,-0.1480249585314473,0
PTTG1,methy->rna,-0.05429102011766192,-0.057246054261292,-0.05152858767952311,0.9077540106951871,-0.08259967118369727,-0.09134263013844492,-0.07648114481547254,-0.16591711342334747,748,-0.029594456447553274,-0.05300521473614399,0
RACGAP1,methy->rna,-0.04365775676123771,-0.04606130349223519,-0.041042364872821875,0.8997326203208557,-0.06339082019362513,-0.0707382625548819,-0.058442249393967645,-0.13365304470062256,748,-0.050544093941432604,-0.012846726252192527,0
RAD51,methy->rna,-0.03360529641742003,-0.03681775723488852,-0.030231954411170017,0.7687165775401069,-0.050038067541203664,-0.0572219870856298,-0.04435299405225781,-0.10227563977241516,748,-0.017114172075150404,-0.03292389546605326,0
RASSF1,methy->rna,-0.11911041418687274,-0.12237231690135396,-0.11575734007027856,0.9986631016042781,-0.24312336831715542,-0.2599741322082612,-0.22950286960050292,-0.36512085795402527,748,-0.1007114497844874,-0.14241191853266802,1
RASSF7,methy->rna,-0.08266543123402936,-0.0854614167631454,-0.0800000223029563,0.9893048128342246,-0.13599035875863977,-0.1463152638069886,-0.1290457479319491,-0.2518675625324249,748,0.03230668975782469,-0.16829704851646446,0
RB1,methy->rna,-0.12705675270595157,-0.13081604635336105,-0.12277996247354564,0.9986631016042781,-0.2039913848962846,-0.21959967339345923,-0.1905574017670024,-0.3895038068294525,748,-0.0674770076930671,-0.13651437720321752,0
RBBP8,methy->rna,-0.11243010649134681,-0.1164140079933847,-0.10863217276737153,0.9946524064171123,-0.23347518094890288,-0.24935947600783626,-0.21920393805137384,-0.34444260597229004,748,-0.18325089911490486,-0.05022428183399802,0
RFC4,methy->rna,-0.05192083512068063,-0.05480228649735637,-0.048871210880300844,0.9037433155080213,-0.09034461290323319,-0.09905011759777552,-0.08295434267842007,-0.15822246670722961,748,-0.06929063554569287,-0.02105397735754032,0
RRM2,methy->rna,-0.045549469727876726,-0.04793062429059087,-0.04332649559108375,0.9344919786096256,-0.07672891894592666,-0.08494888264941669,-0.07100546794506987,-0.13943618535995483,748,-0.3171852356628846,0.24045631671695794,0
RSF1,methy->rna,-0.06256978212230724,-0.0648872094986632,-0.06035361669048728,0.9812834224598931,-0.10997240262798694,-0.11906637694641446,-0.10315853126351318,-0.19118010997772217,748,0.008048328969464665,-0.1180207315974516,0
RSPO2,methy->rna,-0.08357355727365079,-0.08717661455987165,-0.07998855015760892,0.9879679144385026,-0.32452205613241725,-0.34621133351850303,-0.3048088185544549,-0.2553403377532959,748,-0.13990735465703524,-0.184614701475382,0
RUNDC1,methy->rna,-0.09156757660538835,-0.09427967568118113,-0.08877007438630756,0.9986631016042781,-0.1282506125130333,-0.13676204947850873,-0.12214635900322737,-0.2795758843421936,748,-0.017385349408209145,-0.11086526310482415,0
RUNX1,methy->rna,-0.10700787295557894,-0.11048393094832744,-0.10354941141475132,1.0,-0.18653639858522492,-0.19911359710712465,-0.17657867525680848,-0.32762411236763,748,0.0030841542992400407,-0.18962055288446494,0
SCG5,methy->rna,-0.16461239412454756,-0.16840092081883395,-0.16100285345507873,0.9986631016042781,-0.35840516037330683,-0.3756876296034818,-0.34301110455631423,-0.5060021281242371,748,-0.46904630151084903,0.1106411411375422,0
SCUBE2,methy->rna,-0.1992285942802797,-0.20432156522845774,-0.1941191924505107,1.0,-0.39499417397082126,-0.4237163787314754,-0.369451914556189,-0.6126558780670166,748,-0.6739257638136275,0.2789315898428062,0
SEC14L2,methy->rna,-0.14159743898567279,-0.14661288136997658,-0.13707064248477552,0.9986631016042781,-0.2833368392070234,-0.29979935186834133,-0.2707119374268214,-0.43387025594711304,748,-0.20407276851635925,-0.07926407069066416,0
SERPINB5,methy->rna,-0.12352703212977864,-0.12796706686428885,-0.11940281910705278,0.982620320855615,-0.17143663454466895,-0.18248963027978227,-0.1627748830103282,-0.37819790840148926,748,0.03018240639840716,-0.20161904094307612,0
SERPINE1,methy->rna,-0.1333520990746999,-0.13641522449786245,-0.13040362277557516,1.0,-0.25476407171716614,-0.27089005832746565,-0.24132016339697954,-0.40814879536628723,748,-0.012078930516838277,-0.24268514120032786,0
SFRP1,methy->rna,-0.10471006234719316,-0.10827464529691135,-0.10067066155922509,0.9919786096256684,-0.15006384649094137,-0.16020359619363367,-0.14296141017542138,-0.32133838534355164,748,-0.12328746561017516,-0.026776380880766212,1
SFRP2,methy->rna,-0.05657366338561981,-0.058562828565819264,-0.054621720948924125,0.982620320855615,-0.0854976946567237,-0.09324527927879014,-0.08047271329605302,-0.17265066504478455,748,0.005526715502407163,-0.09102441015913086,1
SIAH2,methy->rna,-0.049830071179365575,-0.05196532390212475,-0.04761695620321848,0.9652406417112299,-0.10475363055598937,-0.1134396029632839,-0.09858485753965344,-0.15133674442768097,748,-0.08526435622615836,-0.01948927432983101,0
SLC2A3,methy->rna,-0.08853296494719849,-0.09119816480855954,-0.0857528639986288,0.9986631016042781,-0.16817115340986158,-0.17885783672798652,-0.15949764769836036,-0.27141261100769043,748,-0.31795104364504023,0.14977989023517865,0
SLC39A6,methy->rna,-0.13873722735429664,-0.14273735005586363,-0.13461602489000085,0.9986631016042781,-0.25684261650456425,-0.2754692753578724,-0.24177307651069735,-0.42632609605789185,748,-0.6981988247156166,0.4413562082110523,0
SMAD3,methy->rna,-0.15204039072840345,-0.1559464485300522,-0.14794312892915282,1.0,-0.30510779890195405,-0.3245764228917916,-0.2887267184919825,-0.46709954738616943,748,-0.3189766842442415,0.013868885342287474,0
SMAD4,methy->rna,-0.0922055187103473,-0.09499984935800393,-0.08945007755300018,0.9906417112299465,-0.15567173143399407,-0.16653867180183463,-0.14594495452546682,-0.2822944223880768,748,0.058422433789063664,-0.21409416522305774,0
SNAI2,methy->rna,-0.106384253120938,-0.10935777164313364,-0.1032160070787164,0.9986631016042781,-0.16110954231843,-0.1722137475468124,-0.15345755881301532,-0.32645153999328613,748,-0.1329431015939557,-0.0281664407244743,0
STC2,methy->rna,-0.19592306777382926,-0.2005268415973802,-0.1907739118798531,1.0,-0.36414022341136704,-0.3836027884275859,-0.3455181526316455,-0.6035856008529663,748,-0.5093732670368132,0.14523304362544615,0
TBX3,methy->rna,-0.18747677716900515,-0.19205239179494554,-0.18294366573873905,1.0,-0.3808122029719767,-0.4048484334013107,-0.35916142370512716,-0.5760705471038818,748,-0.3811268291288426,0.0003146261568658937,0
TFF3,methy->rna,-0.20090987005033623,-0.20756851687590672,-0.19387592283354568,0.9986631016042781,-0.46650938310282236,-0.49754864887355243,-0.435840529277014,-0.6177576780319214,748,-0.578792498051723,0.11228311494890059,0
TGFB1,methy->rna,-0.11700768347322417,-0.12023193778542687,-0.11375602366265475,1.0,-0.20107605797818803,-0.21437576488278132,-0.19085515115420537,-0.3594101071357727,748,-0.15822231801643305,-0.04285373996175498,0
TMEM45B,methy->rna,-0.22259882499854816,-0.22887240060647335,-0.21651988468026873,1.0,-0.5417429973083636,-0.5705545257885367,-0.5128831757227285,-0.6846647262573242,748,-0.35858740216357604,-0.18315559514478758,0
TOP2A,methy->rna,-0.05487767390503403,-0.058020425603668775,-0.05180842860865593,0.8743315508021391,-0.07549580061039596,-0.08367183022419583,-0.06938030011709335,-0.1680152267217636,748,0.065015063359182,-0.14051086396957796,0
TP53,methy->rna,-0.1740044187966472,-0.17807902402005663,-0.1699251092383034,1.0,-0.4375508183704504,-0.4617629089065559,-0.41664337041887667,-0.5338843464851379,748,-0.08157413559748757,-0.35597668277296285,0
TPX2,methy->rna,-0.048767733373828635,-0.051804459292464224,-0.045813370243541,0.8716577540106952,-0.06824516900299081,-0.07558775670871135,-0.06315924382385753,-0.14910699427127838,748,-0.2367391357767375,0.16849396677374667,0
TSPAN14,methy->rna,-0.21386568063501527,-0.21815467209428313,-0.2095403326464763,1.0,-0.5099477482571056,-0.5338117255886562,-0.48660332430012715,-0.65851891040802,748,-0.25091775253058096,-0.2590299957265247,0
TWIST1,methy->rna,-0.08446709513249218,-0.08703390680031674,-0.08195341484664018,0.9919786096256684,-0.14842542198717346,-0.1599166817434868,-0.13909913898766885,-0.25904959440231323,748,0.025800638708565075,-0.17422606069573854,1
TYMS,methy->rna,-0.07008906399865208,-0.07362728482110628,-0.066738240193851,0.9425133689839572,-0.10815253619118811,-0.11879667238114694,-0.10074185033593354,-0.21429580450057983,748,-0.058494318516814865,-0.04965821767437325,0
UBE2C,methy->rna,-0.07374978956729904,-0.07717598540657374,-0.07013174282956111,0.9451871657754011,-0.10238458328731022,-0.11160240809674234,-0.09564053404149542,-0.22644373774528503,748,-0.08314227616505447,-0.019242307122255747,0
UBE2T,methy->rna,-0.0569688645390704,-0.059484573713324905,-0.054282226704561974,0.9331550802139037,-0.08112526675253165,-0.08864981909371286,-0.07579750202151163,-0.1741197109222412,748,-0.0965046222602009,0.015379355507669251,0
VEGFA,methy->rna,-0.19177066878014726,-0.19587286130802206,-0.18764215267548065,1.0,-0.5678927941334373,-0.5942515366044513,-0.5422815874241226,-0.5887170433998108,748,-0.1299852530503557,-0.4379075410830816,0
WIF1,methy->rna,-0.09253022308920389,-0.09484437761324771,-0.09023598424853228,0.9919786096256684,-0.20145270762967307,-0.21391284616284634,-0.1918646656510267,-0.28333911299705505,748,-0.239212710147659,0.03776000251798592,1
XRCC4,methy->rna,-0.12697082166833912,-0.13110724003369315,-0.12281642633454364,0.9959893048128342,-0.24605829297708037,-0.2637139798992526,-0.22959192603288456,-0.38995277881622314,748,-0.05677726147731513,-0.18928103149976525,0
ZEB1,methy->rna,-0.060948030746279615,-0.06302220238899042,-0.05881079958098232,0.9812834224598931,-0.0891236913496139,-0.09615655778239326,-0.08382321608750551,-0.18703556060791016,748,0.11119178813595844,-0.20031547948557232,0
ZEB2,methy->rna,-0.05720054907649556,-0.05969890878758677,-0.05474375408248534,0.9398395721925134,-0.0806450036623767,-0.0870572755727486,-0.07611031091449579,-0.1750459522008896,748,-0.07433945422120938,-0.0063055494411673185,0
ZNF703,methy->rna,-0.12008233450082548,-0.12373263264785554,-0.11660630713702438,1.0,-0.22819509931966653,-0.246280847842805,-0.21301220143468474,-0.36852675676345825,748,-0.38409141589096146,0.15589631657129494,0
FMOD,methy->rna,-0.21016844047898342,-0.21586948806463233,-0.2051426918803255,1.0,-0.3665971644767877,-0.38481218650215954,-0.35049454867705127,-0.6469326019287109,748,-0.4904818075698409,0.12388464309305319,0
AGR3,methy->rna,-0.13286643975892448,-0.13747817795938974,-0.1283348016446523,0.9812834224598931,-0.35135693022083847,-0.38053687411972414,-0.32800419936248204,-0.40783581137657166,748,-0.7464853627921019,0.3951284325712634,0
NDUFS6,methy->rna,-0.04114883384014083,-0.04412355116470559,-0.03814873317410753,0.8221925133689839,-0.0694225137046775,-0.07805262062655897,-0.062269185818325024,-0.12406603991985321,748,0.010382877905745626,-0.07980539161042313,0
COL1A2,methy->rna,-0.04271278283488231,-0.04476917044940461,-0.040614001153278914,0.9385026737967914,-0.05950497580051712,-0.0657888732604118,-0.055620449553821914,-0.13065782189369202,748,0.02573291244413336,-0.08523788824465048,0
MARCKS,methy->rna,-0.16283441975840604,-0.16675353614699637,-0.15917525367164087,1.0,-0.36685832954991515,-0.3879761087913118,-0.3489512051684476,-0.4984242916107178,748,-0.3850042867972751,0.018145957247359956,0
VIM,methy->rna,-0.10803931342369798,-0.11068629415505135,-0.10520272218710357,0.9986631016042781,-0.18069789972969827,-0.19202688008256502,-0.17203079359645612,-0.33086907863616943,748,-0.32870159661657705,0.14800369688687878,0
A2M,methy->rna,-0.13098452230919577,-0.13470693577377607,-0.12723437486245476,0.9946524064171123,-0.2224876566639718,-0.23727157490504083,-0.21122962030543593,-0.40131187438964844,748,-0.26224174451387866,0.03975408784990686,0
ECM1,methy->rna,-0.23455083003539903,-0.24051088104791393,-0.2285306118127812,1.0,-0.5401063046238866,-0.5633482766417507,-0.5173300324044505,-0.7198336720466614,748,-0.7015504863140796,0.16144418169019292,0
SLPI,methy->rna,-0.1520311653196941,-0.1565910637105739,-0.1476678230239945,0.9986631016042781,-0.2923129010028395,-0.3075833298392599,-0.28218459045955524,-0.4651843309402466,748,-0.3328884555943547,0.040575554591515184,0
ELN,methy->rna,-0.09957634092382456,-0.10251556173467273,-0.09680210907851618,0.9919786096256684,-0.165222640587551,-0.17585098965988205,-0.15715029658235277,-0.30507510900497437,748,0.005214004816593291,-0.1704366454041443,0
CTSS,methy->rna,-0.06163730952299802,-0.06526584979907984,-0.05809085175526783,0.910427807486631,-0.08686841163880811,-0.09480268561999104,-0.08095442984950595,-0.18798835575580597,748,-0.25126061683463224,0.16439220519582415,0
APOD,methy->rna,-0.22172244285933057,-0.22782195670165808,-0.21590704666188948,0.9986631016042781,-0.4083183589185015,-0.42960544085442215,-0.3898379925993374,-0.6826229095458984,748,-0.38289207034115197,-0.02542628857734952,0
PABPC1,methy->rna,-0.08214064652196491,-0.08565302933768183,-0.07879454850539176,0.9719251336898396,-0.1666620088737141,-0.18094019001931308,-0.1553455806860274,-0.2507133185863495,748,-0.240913361792701,0.07425135291898691,0
CPXM1,methy->rna,-0.10104807429314457,-0.10352005188979638,-0.09845529163089033,1.0,-0.15784278822020464,-0.16771704286140268,-0.1501678893437394,-0.310560405254364,748,-0.19183321033934042,0.03399042211913578,0
PIP,methy->rna,-0.22833051902354892,-0.23492475295958565,-0.22129126662723267,1.0,-0.4460782931845049,-0.4712696201822895,-0.4204733249604197,-0.7030733823776245,748,-0.48031418690393496,0.03423589371943003,0
RGS1,methy->rna,-0.08739312402572011,-0.09034974195724045,-0.08415012229909542,0.9933155080213903,-0.1934230953903295,-0.2057784294192101,-0.18431752916113797,-0.26763099431991577,748,-0.17132604564410478,-0.02209704974622473,0
HOXB2,methy->rna,-0.3884949036315664,-0.39738874510628064,-0.3793542589439364,1.0,-0.6736984563349118,-0.7007495970506131,-0.6487766318297914,-1.2010421752929688,748,-0.6851287259230191,0.011430269588107334,0
MT1E,methy->rna,-0.33035418698609825,-0.3394951580687264,-0.32199411210926276,1.0,-0.6796649325872813,-0.7009061670898163,-0.6602393882638989,-1.0197064876556396,748,-0.47724745895328163,-0.2024174736339997,0
